Source	Utterance/Speech Name
Mozilla Common Voice	sample-087519.mp3
Mozilla Common Voice	sample-080816.mp3
Mozilla Common Voice	sample-031905.mp3
Mozilla Common Voice	sample-083811.mp3
Mozilla Common Voice	sample-027206.mp3
Mozilla Common Voice	sample-117884.mp3
Mozilla Common Voice	sample-193799.mp3
Mozilla Common Voice	sample-125903.mp3
Mozilla Common Voice	sample-147179.mp3
Mozilla Common Voice	sample-177441.mp3
Mozilla Common Voice	sample-004679.mp3
Mozilla Common Voice	sample-038634.mp3
Mozilla Common Voice	sample-076134.mp3
Mozilla Common Voice	sample-161894.mp3
Mozilla Common Voice	sample-124681.mp3
Mozilla Common Voice	sample-138844.mp3
Mozilla Common Voice	sample-169978.mp3
Mozilla Common Voice	sample-062346.mp3
Mozilla Common Voice	sample-119474.mp3
Mozilla Common Voice	sample-097175.mp3
Mozilla Common Voice	sample-167436.mp3
Mozilla Common Voice	sample-147096.mp3
Mozilla Common Voice	sample-040460.mp3
Mozilla Common Voice	sample-001606.mp3
Mozilla Common Voice	sample-071204.mp3
Mozilla Common Voice	sample-174773.mp3
Mozilla Common Voice	sample-140281.mp3
Mozilla Common Voice	sample-023155.mp3
Mozilla Common Voice	sample-107165.mp3
Mozilla Common Voice	sample-019516.mp3
Mozilla Common Voice	sample-052617.mp3
Mozilla Common Voice	sample-098086.mp3
Mozilla Common Voice	sample-050566.mp3
Mozilla Common Voice	sample-008323.mp3
Mozilla Common Voice	sample-066985.mp3
Mozilla Common Voice	sample-027279.mp3
Mozilla Common Voice	sample-056530.mp3
Mozilla Common Voice	sample-123448.mp3
Mozilla Common Voice	sample-134372.mp3
Mozilla Common Voice	sample-083522.mp3
Mozilla Common Voice	sample-114118.mp3
Mozilla Common Voice	sample-079585.mp3
Mozilla Common Voice	sample-008100.mp3
Mozilla Common Voice	sample-060267.mp3
Mozilla Common Voice	sample-094437.mp3
Mozilla Common Voice	sample-097866.mp3
Mozilla Common Voice	sample-153859.mp3
Mozilla Common Voice	sample-030448.mp3
Mozilla Common Voice	sample-176106.mp3
Mozilla Common Voice	sample-135731.mp3
Mozilla Common Voice	sample-081005.mp3
Mozilla Common Voice	sample-164916.mp3
Mozilla Common Voice	sample-044804.mp3
Mozilla Common Voice	sample-098305.mp3
Mozilla Common Voice	sample-185923.mp3
Mozilla Common Voice	sample-023867.mp3
Mozilla Common Voice	sample-014199.mp3
Mozilla Common Voice	sample-017809.mp3
Mozilla Common Voice	sample-031239.mp3
Mozilla Common Voice	sample-035774.mp3
Mozilla Common Voice	sample-087597.mp3
Mozilla Common Voice	sample-099045.mp3
Mozilla Common Voice	sample-097485.mp3
Mozilla Common Voice	sample-099417.mp3
Mozilla Common Voice	sample-176134.mp3
Mozilla Common Voice	sample-151319.mp3
Mozilla Common Voice	sample-047324.mp3
Mozilla Common Voice	sample-148021.mp3
Mozilla Common Voice	sample-180401.mp3
Mozilla Common Voice	sample-018264.mp3
Mozilla Common Voice	sample-068733.mp3
Mozilla Common Voice	sample-054915.mp3
Mozilla Common Voice	sample-132293.mp3
Mozilla Common Voice	sample-139350.mp3
Mozilla Common Voice	sample-015178.mp3
Mozilla Common Voice	sample-018986.mp3
Mozilla Common Voice	sample-117253.mp3
Mozilla Common Voice	sample-110103.mp3
Mozilla Common Voice	sample-060108.mp3
Mozilla Common Voice	sample-117895.mp3
Mozilla Common Voice	sample-125694.mp3
Mozilla Common Voice	sample-179232.mp3
Mozilla Common Voice	sample-088510.mp3
Mozilla Common Voice	sample-166434.mp3
Mozilla Common Voice	sample-119335.mp3
Mozilla Common Voice	sample-116904.mp3
Mozilla Common Voice	sample-163621.mp3
Mozilla Common Voice	sample-176998.mp3
Mozilla Common Voice	sample-191467.mp3
Mozilla Common Voice	sample-011390.mp3
Mozilla Common Voice	sample-042570.mp3
Mozilla Common Voice	sample-040474.mp3
Mozilla Common Voice	sample-174290.mp3
Mozilla Common Voice	sample-129819.mp3
Mozilla Common Voice	sample-017660.mp3
Mozilla Common Voice	sample-091400.mp3
Mozilla Common Voice	sample-150295.mp3
Mozilla Common Voice	sample-189500.mp3
Mozilla Common Voice	sample-195766.mp3
Mozilla Common Voice	sample-160392.mp3
Mozilla Common Voice	sample-013465.mp3
Mozilla Common Voice	sample-120531.mp3
Mozilla Common Voice	sample-076665.mp3
Mozilla Common Voice	sample-048164.mp3
Mozilla Common Voice	sample-068827.mp3
Mozilla Common Voice	sample-159309.mp3
Mozilla Common Voice	sample-188148.mp3
Mozilla Common Voice	sample-105388.mp3
Mozilla Common Voice	sample-138490.mp3
Mozilla Common Voice	sample-152159.mp3
Mozilla Common Voice	sample-018999.mp3
Mozilla Common Voice	sample-137839.mp3
Mozilla Common Voice	sample-127358.mp3
Mozilla Common Voice	sample-169114.mp3
Mozilla Common Voice	sample-054001.mp3
Mozilla Common Voice	sample-058259.mp3
Mozilla Common Voice	sample-118263.mp3
Mozilla Common Voice	sample-143139.mp3
Mozilla Common Voice	sample-094373.mp3
Mozilla Common Voice	sample-015783.mp3
Mozilla Common Voice	sample-075371.mp3
Mozilla Common Voice	sample-153476.mp3
Mozilla Common Voice	sample-148940.mp3
Mozilla Common Voice	sample-071924.mp3
Mozilla Common Voice	sample-183488.mp3
Mozilla Common Voice	sample-167749.mp3
Mozilla Common Voice	sample-015029.mp3
Mozilla Common Voice	sample-019633.mp3
Mozilla Common Voice	sample-152770.mp3
Mozilla Common Voice	sample-063861.mp3
Mozilla Common Voice	sample-063915.mp3
Mozilla Common Voice	sample-157492.mp3
Mozilla Common Voice	sample-064662.mp3
Mozilla Common Voice	sample-029352.mp3
Mozilla Common Voice	sample-015693.mp3
Mozilla Common Voice	sample-065216.mp3
Mozilla Common Voice	sample-173843.mp3
Mozilla Common Voice	sample-172370.mp3
Mozilla Common Voice	sample-133358.mp3
Mozilla Common Voice	sample-134074.mp3
Mozilla Common Voice	sample-015504.mp3
Mozilla Common Voice	sample-177399.mp3
Mozilla Common Voice	sample-124214.mp3
Mozilla Common Voice	sample-171788.mp3
Mozilla Common Voice	sample-154290.mp3
Mozilla Common Voice	sample-127867.mp3
Mozilla Common Voice	sample-010323.mp3
Mozilla Common Voice	sample-070107.mp3
Mozilla Common Voice	sample-105914.mp3
Mozilla Common Voice	sample-043905.mp3
Mozilla Common Voice	sample-166181.mp3
Mozilla Common Voice	sample-104847.mp3
Mozilla Common Voice	sample-147294.mp3
Mozilla Common Voice	sample-157286.mp3
Mozilla Common Voice	sample-193175.mp3
Mozilla Common Voice	sample-032864.mp3
Mozilla Common Voice	sample-047838.mp3
Mozilla Common Voice	sample-176348.mp3
Mozilla Common Voice	sample-060452.mp3
Mozilla Common Voice	sample-002721.mp3
Mozilla Common Voice	sample-156822.mp3
Mozilla Common Voice	sample-034951.mp3
Mozilla Common Voice	sample-193955.mp3
Mozilla Common Voice	sample-117028.mp3
Mozilla Common Voice	sample-160878.mp3
Mozilla Common Voice	sample-004051.mp3
Mozilla Common Voice	sample-151185.mp3
Mozilla Common Voice	sample-002838.mp3
Mozilla Common Voice	sample-187070.mp3
Mozilla Common Voice	sample-100736.mp3
Mozilla Common Voice	sample-037078.mp3
Mozilla Common Voice	sample-133310.mp3
Mozilla Common Voice	sample-080000.mp3
Mozilla Common Voice	sample-155214.mp3
Mozilla Common Voice	sample-189155.mp3
Mozilla Common Voice	sample-033828.mp3
Mozilla Common Voice	sample-133353.mp3
Mozilla Common Voice	sample-114730.mp3
Mozilla Common Voice	sample-134016.mp3
Mozilla Common Voice	sample-000484.mp3
Mozilla Common Voice	sample-017150.mp3
Mozilla Common Voice	sample-140989.mp3
Mozilla Common Voice	sample-079347.mp3
Mozilla Common Voice	sample-132478.mp3
Mozilla Common Voice	sample-099463.mp3
Mozilla Common Voice	sample-156975.mp3
Mozilla Common Voice	sample-140386.mp3
Mozilla Common Voice	sample-032467.mp3
Mozilla Common Voice	sample-021665.mp3
Mozilla Common Voice	sample-118598.mp3
Mozilla Common Voice	sample-014091.mp3
Mozilla Common Voice	sample-161914.mp3
Mozilla Common Voice	sample-143051.mp3
Mozilla Common Voice	sample-072445.mp3
Mozilla Common Voice	sample-011523.mp3
Mozilla Common Voice	sample-128601.mp3
Mozilla Common Voice	sample-094415.mp3
Mozilla Common Voice	sample-058995.mp3
Mozilla Common Voice	sample-028476.mp3
Mozilla Common Voice	sample-021137.mp3
Mozilla Common Voice	sample-140342.mp3
Mozilla Common Voice	sample-134640.mp3
Mozilla Common Voice	sample-011223.mp3
Mozilla Common Voice	sample-173692.mp3
Mozilla Common Voice	sample-056381.mp3
Mozilla Common Voice	sample-145057.mp3
Mozilla Common Voice	sample-080526.mp3
Mozilla Common Voice	sample-072788.mp3
Mozilla Common Voice	sample-128016.mp3
Mozilla Common Voice	sample-153477.mp3
Mozilla Common Voice	sample-163647.mp3
Mozilla Common Voice	sample-145739.mp3
Mozilla Common Voice	sample-046163.mp3
Mozilla Common Voice	sample-080942.mp3
Mozilla Common Voice	sample-056828.mp3
Mozilla Common Voice	sample-022270.mp3
Mozilla Common Voice	sample-054764.mp3
Mozilla Common Voice	sample-033440.mp3
Mozilla Common Voice	sample-007216.mp3
Mozilla Common Voice	sample-096678.mp3
Mozilla Common Voice	sample-077745.mp3
Mozilla Common Voice	sample-169897.mp3
Mozilla Common Voice	sample-025885.mp3
Mozilla Common Voice	sample-155461.mp3
Mozilla Common Voice	sample-145678.mp3
Mozilla Common Voice	sample-055071.mp3
Mozilla Common Voice	sample-086150.mp3
Mozilla Common Voice	sample-073623.mp3
Mozilla Common Voice	sample-117890.mp3
Mozilla Common Voice	sample-023292.mp3
Mozilla Common Voice	sample-112046.mp3
Mozilla Common Voice	sample-107801.mp3
Mozilla Common Voice	sample-181468.mp3
Mozilla Common Voice	sample-081863.mp3
Mozilla Common Voice	sample-015886.mp3
Mozilla Common Voice	sample-060691.mp3
Mozilla Common Voice	sample-182986.mp3
Mozilla Common Voice	sample-126849.mp3
Mozilla Common Voice	sample-023790.mp3
Mozilla Common Voice	sample-097188.mp3
Mozilla Common Voice	sample-181866.mp3
Mozilla Common Voice	sample-074810.mp3
Mozilla Common Voice	sample-060117.mp3
Mozilla Common Voice	sample-075911.mp3
Mozilla Common Voice	sample-113194.mp3
Mozilla Common Voice	sample-051247.mp3
Mozilla Common Voice	sample-133643.mp3
Mozilla Common Voice	sample-026142.mp3
Mozilla Common Voice	sample-180331.mp3
Mozilla Common Voice	sample-167671.mp3
Mozilla Common Voice	sample-168704.mp3
Mozilla Common Voice	sample-116529.mp3
Mozilla Common Voice	sample-071737.mp3
Mozilla Common Voice	sample-101479.mp3
Mozilla Common Voice	sample-001453.mp3
Mozilla Common Voice	sample-084099.mp3
Mozilla Common Voice	sample-133197.mp3
Mozilla Common Voice	sample-139217.mp3
Mozilla Common Voice	sample-145810.mp3
Mozilla Common Voice	sample-054716.mp3
Mozilla Common Voice	sample-075668.mp3
Mozilla Common Voice	sample-163838.mp3
Mozilla Common Voice	sample-129532.mp3
Mozilla Common Voice	sample-123992.mp3
Mozilla Common Voice	sample-136130.mp3
Mozilla Common Voice	sample-084945.mp3
Mozilla Common Voice	sample-126400.mp3
Mozilla Common Voice	sample-052590.mp3
Mozilla Common Voice	sample-055269.mp3
Mozilla Common Voice	sample-103630.mp3
Mozilla Common Voice	sample-045301.mp3
Mozilla Common Voice	sample-043074.mp3
Mozilla Common Voice	sample-189020.mp3
Mozilla Common Voice	sample-143687.mp3
Mozilla Common Voice	sample-131813.mp3
Mozilla Common Voice	sample-114366.mp3
Mozilla Common Voice	sample-056293.mp3
Mozilla Common Voice	sample-165283.mp3
Mozilla Common Voice	sample-039882.mp3
Mozilla Common Voice	sample-191463.mp3
Mozilla Common Voice	sample-096563.mp3
Mozilla Common Voice	sample-121307.mp3
Mozilla Common Voice	sample-119211.mp3
Mozilla Common Voice	sample-193483.mp3
Mozilla Common Voice	sample-167508.mp3
Mozilla Common Voice	sample-095720.mp3
Mozilla Common Voice	sample-125136.mp3
Mozilla Common Voice	sample-015205.mp3
Mozilla Common Voice	sample-023836.mp3
Mozilla Common Voice	sample-057535.mp3
Mozilla Common Voice	sample-051990.mp3
Mozilla Common Voice	sample-094800.mp3
Mozilla Common Voice	sample-016835.mp3
Mozilla Common Voice	sample-072410.mp3
Mozilla Common Voice	sample-154680.mp3
Mozilla Common Voice	sample-193683.mp3
Mozilla Common Voice	sample-186474.mp3
Mozilla Common Voice	sample-170425.mp3
Mozilla Common Voice	sample-068364.mp3
Mozilla Common Voice	sample-078894.mp3
Mozilla Common Voice	sample-190179.mp3
Mozilla Common Voice	sample-122191.mp3
Mozilla Common Voice	sample-008006.mp3
Mozilla Common Voice	sample-015924.mp3
Mozilla Common Voice	sample-167121.mp3
Mozilla Common Voice	sample-045554.mp3
Mozilla Common Voice	sample-174456.mp3
Mozilla Common Voice	sample-105828.mp3
Mozilla Common Voice	sample-145328.mp3
Mozilla Common Voice	sample-160256.mp3
Mozilla Common Voice	sample-116025.mp3
Mozilla Common Voice	sample-063901.mp3
Mozilla Common Voice	sample-155479.mp3
Mozilla Common Voice	sample-100203.mp3
Mozilla Common Voice	sample-061708.mp3
Mozilla Common Voice	sample-102896.mp3
Mozilla Common Voice	sample-107305.mp3
Mozilla Common Voice	sample-063153.mp3
Mozilla Common Voice	sample-040583.mp3
Mozilla Common Voice	sample-092938.mp3
Mozilla Common Voice	sample-156159.mp3
Mozilla Common Voice	sample-146414.mp3
Mozilla Common Voice	sample-075090.mp3
Mozilla Common Voice	sample-176344.mp3
Mozilla Common Voice	sample-058176.mp3
Mozilla Common Voice	sample-090741.mp3
Mozilla Common Voice	sample-073435.mp3
Mozilla Common Voice	sample-151299.mp3
Mozilla Common Voice	sample-141864.mp3
Mozilla Common Voice	sample-040804.mp3
Mozilla Common Voice	sample-038651.mp3
Mozilla Common Voice	sample-121208.mp3
Mozilla Common Voice	sample-102481.mp3
Mozilla Common Voice	sample-179966.mp3
Mozilla Common Voice	sample-055502.mp3
Mozilla Common Voice	sample-003034.mp3
Mozilla Common Voice	sample-169982.mp3
Mozilla Common Voice	sample-159054.mp3
Mozilla Common Voice	sample-051849.mp3
Mozilla Common Voice	sample-125447.mp3
Mozilla Common Voice	sample-064955.mp3
Mozilla Common Voice	sample-152407.mp3
Mozilla Common Voice	sample-036080.mp3
Mozilla Common Voice	sample-005125.mp3
Mozilla Common Voice	sample-039896.mp3
Mozilla Common Voice	sample-019579.mp3
Mozilla Common Voice	sample-099074.mp3
Mozilla Common Voice	sample-099774.mp3
Mozilla Common Voice	sample-180258.mp3
Mozilla Common Voice	sample-060715.mp3
Mozilla Common Voice	sample-130745.mp3
Mozilla Common Voice	sample-120467.mp3
Mozilla Common Voice	sample-195290.mp3
Mozilla Common Voice	sample-029595.mp3
Mozilla Common Voice	sample-165637.mp3
Mozilla Common Voice	sample-058335.mp3
Mozilla Common Voice	sample-044913.mp3
Mozilla Common Voice	sample-052234.mp3
Mozilla Common Voice	sample-051901.mp3
Mozilla Common Voice	sample-080969.mp3
Mozilla Common Voice	sample-053571.mp3
Mozilla Common Voice	sample-019887.mp3
Mozilla Common Voice	sample-024597.mp3
Mozilla Common Voice	sample-009605.mp3
Mozilla Common Voice	sample-025909.mp3
Mozilla Common Voice	sample-140388.mp3
Mozilla Common Voice	sample-098650.mp3
Mozilla Common Voice	sample-092293.mp3
Mozilla Common Voice	sample-013747.mp3
Mozilla Common Voice	sample-016370.mp3
Mozilla Common Voice	sample-001146.mp3
Mozilla Common Voice	sample-194318.mp3
Mozilla Common Voice	sample-009714.mp3
Mozilla Common Voice	sample-069388.mp3
Mozilla Common Voice	sample-006701.mp3
Mozilla Common Voice	sample-009026.mp3
Mozilla Common Voice	sample-192354.mp3
Mozilla Common Voice	sample-039505.mp3
Mozilla Common Voice	sample-140628.mp3
Mozilla Common Voice	sample-085371.mp3
Mozilla Common Voice	sample-140319.mp3
Mozilla Common Voice	sample-151186.mp3
Mozilla Common Voice	sample-180921.mp3
Mozilla Common Voice	sample-050990.mp3
Mozilla Common Voice	sample-120741.mp3
Mozilla Common Voice	sample-051869.mp3
Mozilla Common Voice	sample-098386.mp3
Mozilla Common Voice	sample-024494.mp3
Mozilla Common Voice	sample-194007.mp3
Mozilla Common Voice	sample-190299.mp3
Mozilla Common Voice	sample-067259.mp3
Mozilla Common Voice	sample-129542.mp3
Mozilla Common Voice	sample-154234.mp3
Mozilla Common Voice	sample-121837.mp3
Mozilla Common Voice	sample-033212.mp3
Mozilla Common Voice	sample-163888.mp3
Mozilla Common Voice	sample-008163.mp3
Mozilla Common Voice	sample-030549.mp3
Mozilla Common Voice	sample-100477.mp3
Mozilla Common Voice	sample-020940.mp3
Mozilla Common Voice	sample-113329.mp3
Mozilla Common Voice	sample-184082.mp3
Mozilla Common Voice	sample-058452.mp3
Mozilla Common Voice	sample-078851.mp3
Mozilla Common Voice	sample-085944.mp3
Mozilla Common Voice	sample-185707.mp3
Mozilla Common Voice	sample-109675.mp3
Mozilla Common Voice	sample-102492.mp3
Mozilla Common Voice	sample-104385.mp3
Mozilla Common Voice	sample-106723.mp3
Mozilla Common Voice	sample-075595.mp3
Mozilla Common Voice	sample-150672.mp3
Mozilla Common Voice	sample-048973.mp3
Mozilla Common Voice	sample-108941.mp3
Mozilla Common Voice	sample-023443.mp3
Mozilla Common Voice	sample-165021.mp3
Mozilla Common Voice	sample-006123.mp3
Mozilla Common Voice	sample-100521.mp3
Mozilla Common Voice	sample-114198.mp3
Mozilla Common Voice	sample-056763.mp3
Mozilla Common Voice	sample-033019.mp3
Mozilla Common Voice	sample-165421.mp3
Mozilla Common Voice	sample-049819.mp3
Mozilla Common Voice	sample-053280.mp3
Mozilla Common Voice	sample-045835.mp3
Mozilla Common Voice	sample-030679.mp3
Mozilla Common Voice	sample-163911.mp3
Mozilla Common Voice	sample-164358.mp3
Mozilla Common Voice	sample-017754.mp3
Mozilla Common Voice	sample-190880.mp3
Mozilla Common Voice	sample-194275.mp3
Mozilla Common Voice	sample-158064.mp3
Mozilla Common Voice	sample-064533.mp3
Mozilla Common Voice	sample-011194.mp3
Mozilla Common Voice	sample-071216.mp3
Mozilla Common Voice	sample-055891.mp3
Mozilla Common Voice	sample-056103.mp3
Mozilla Common Voice	sample-161259.mp3
Mozilla Common Voice	sample-071527.mp3
Mozilla Common Voice	sample-150072.mp3
Mozilla Common Voice	sample-171694.mp3
Mozilla Common Voice	sample-107823.mp3
Mozilla Common Voice	sample-111138.mp3
Mozilla Common Voice	sample-118821.mp3
Mozilla Common Voice	sample-110854.mp3
Mozilla Common Voice	sample-018902.mp3
Mozilla Common Voice	sample-121612.mp3
Mozilla Common Voice	sample-087085.mp3
Mozilla Common Voice	sample-132270.mp3
Mozilla Common Voice	sample-044953.mp3
Mozilla Common Voice	sample-189053.mp3
Mozilla Common Voice	sample-147869.mp3
Mozilla Common Voice	sample-066628.mp3
Mozilla Common Voice	sample-025128.mp3
Mozilla Common Voice	sample-070116.mp3
Mozilla Common Voice	sample-183674.mp3
Mozilla Common Voice	sample-092990.mp3
Mozilla Common Voice	sample-134207.mp3
Mozilla Common Voice	sample-024167.mp3
Mozilla Common Voice	sample-059055.mp3
Mozilla Common Voice	sample-090201.mp3
Mozilla Common Voice	sample-169049.mp3
Mozilla Common Voice	sample-000803.mp3
Mozilla Common Voice	sample-044202.mp3
Mozilla Common Voice	sample-009823.mp3
Mozilla Common Voice	sample-163879.mp3
Mozilla Common Voice	sample-048805.mp3
Mozilla Common Voice	sample-028195.mp3
Mozilla Common Voice	sample-062782.mp3
Mozilla Common Voice	sample-049810.mp3
Mozilla Common Voice	sample-148611.mp3
Mozilla Common Voice	sample-151341.mp3
Mozilla Common Voice	sample-072774.mp3
Mozilla Common Voice	sample-190155.mp3
Mozilla Common Voice	sample-165530.mp3
Mozilla Common Voice	sample-126944.mp3
Mozilla Common Voice	sample-079676.mp3
Mozilla Common Voice	sample-084441.mp3
Mozilla Common Voice	sample-146697.mp3
Mozilla Common Voice	sample-032060.mp3
Mozilla Common Voice	sample-144287.mp3
Mozilla Common Voice	sample-029244.mp3
Mozilla Common Voice	sample-086268.mp3
Mozilla Common Voice	sample-061124.mp3
Mozilla Common Voice	sample-003385.mp3
Mozilla Common Voice	sample-020134.mp3
Mozilla Common Voice	sample-018997.mp3
Mozilla Common Voice	sample-181036.mp3
Mozilla Common Voice	sample-067693.mp3
Mozilla Common Voice	sample-106690.mp3
Mozilla Common Voice	sample-153410.mp3
Mozilla Common Voice	sample-004540.mp3
Mozilla Common Voice	sample-182045.mp3
Mozilla Common Voice	sample-086637.mp3
Mozilla Common Voice	sample-168520.mp3
Mozilla Common Voice	sample-087252.mp3
Mozilla Common Voice	sample-030654.mp3
Mozilla Common Voice	sample-108433.mp3
Mozilla Common Voice	sample-115614.mp3
Mozilla Common Voice	sample-100846.mp3
Mozilla Common Voice	sample-114056.mp3
Mozilla Common Voice	sample-000384.mp3
Mozilla Common Voice	sample-070481.mp3
Mozilla Common Voice	sample-153866.mp3
Mozilla Common Voice	sample-184022.mp3
Mozilla Common Voice	sample-124296.mp3
Mozilla Common Voice	sample-143929.mp3
Mozilla Common Voice	sample-063528.mp3
Mozilla Common Voice	sample-021355.mp3
Mozilla Common Voice	sample-159906.mp3
Mozilla Common Voice	sample-126444.mp3
Mozilla Common Voice	sample-097493.mp3
Mozilla Common Voice	sample-079041.mp3
Mozilla Common Voice	sample-022738.mp3
Mozilla Common Voice	sample-164870.mp3
Mozilla Common Voice	sample-118504.mp3
Mozilla Common Voice	sample-137459.mp3
Mozilla Common Voice	sample-167037.mp3
Mozilla Common Voice	sample-113318.mp3
Mozilla Common Voice	sample-035023.mp3
Mozilla Common Voice	sample-123329.mp3
Mozilla Common Voice	sample-116441.mp3
Mozilla Common Voice	sample-014242.mp3
Mozilla Common Voice	sample-103227.mp3
Mozilla Common Voice	sample-154300.mp3
Mozilla Common Voice	sample-192911.mp3
Mozilla Common Voice	sample-006774.mp3
Mozilla Common Voice	sample-067265.mp3
Mozilla Common Voice	sample-176153.mp3
Mozilla Common Voice	sample-032291.mp3
Mozilla Common Voice	sample-057892.mp3
Mozilla Common Voice	sample-058781.mp3
Mozilla Common Voice	sample-002388.mp3
Mozilla Common Voice	sample-173814.mp3
Mozilla Common Voice	sample-129214.mp3
Mozilla Common Voice	sample-033154.mp3
Mozilla Common Voice	sample-066923.mp3
Mozilla Common Voice	sample-018360.mp3
Mozilla Common Voice	sample-188709.mp3
Mozilla Common Voice	sample-139103.mp3
Mozilla Common Voice	sample-054170.mp3
Mozilla Common Voice	sample-083379.mp3
Mozilla Common Voice	sample-013759.mp3
Mozilla Common Voice	sample-033825.mp3
Mozilla Common Voice	sample-143911.mp3
Mozilla Common Voice	sample-180820.mp3
Mozilla Common Voice	sample-118958.mp3
Mozilla Common Voice	sample-028321.mp3
Mozilla Common Voice	sample-054663.mp3
Mozilla Common Voice	sample-061275.mp3
Mozilla Common Voice	sample-069468.mp3
Mozilla Common Voice	sample-144516.mp3
Mozilla Common Voice	sample-110424.mp3
Mozilla Common Voice	sample-005957.mp3
Mozilla Common Voice	sample-089930.mp3
Mozilla Common Voice	sample-144907.mp3
Mozilla Common Voice	sample-180865.mp3
Mozilla Common Voice	sample-172391.mp3
Mozilla Common Voice	sample-009948.mp3
Mozilla Common Voice	sample-174494.mp3
Mozilla Common Voice	sample-024870.mp3
Mozilla Common Voice	sample-127673.mp3
Mozilla Common Voice	sample-022381.mp3
Mozilla Common Voice	sample-159841.mp3
Mozilla Common Voice	sample-129525.mp3
Mozilla Common Voice	sample-057252.mp3
Mozilla Common Voice	sample-088171.mp3
Mozilla Common Voice	sample-164720.mp3
Mozilla Common Voice	sample-094600.mp3
Mozilla Common Voice	sample-050692.mp3
Mozilla Common Voice	sample-019391.mp3
Mozilla Common Voice	sample-168132.mp3
Mozilla Common Voice	sample-167635.mp3
Mozilla Common Voice	sample-000989.mp3
Mozilla Common Voice	sample-013704.mp3
Mozilla Common Voice	sample-072239.mp3
Mozilla Common Voice	sample-112662.mp3
Mozilla Common Voice	sample-181136.mp3
Mozilla Common Voice	sample-051505.mp3
Mozilla Common Voice	sample-152547.mp3
Mozilla Common Voice	sample-058499.mp3
Mozilla Common Voice	sample-009006.mp3
Mozilla Common Voice	sample-066569.mp3
Mozilla Common Voice	sample-099431.mp3
Mozilla Common Voice	sample-175880.mp3
Mozilla Common Voice	sample-090543.mp3
Mozilla Common Voice	sample-157341.mp3
Mozilla Common Voice	sample-007907.mp3
Mozilla Common Voice	sample-150783.mp3
Mozilla Common Voice	sample-154473.mp3
Mozilla Common Voice	sample-016737.mp3
Mozilla Common Voice	sample-151097.mp3
Mozilla Common Voice	sample-004411.mp3
Mozilla Common Voice	sample-035776.mp3
Mozilla Common Voice	sample-186967.mp3
Mozilla Common Voice	sample-062124.mp3
Mozilla Common Voice	sample-169222.mp3
Mozilla Common Voice	sample-150770.mp3
Mozilla Common Voice	sample-176627.mp3
Mozilla Common Voice	sample-131735.mp3
Mozilla Common Voice	sample-072915.mp3
Mozilla Common Voice	sample-076077.mp3
Mozilla Common Voice	sample-110329.mp3
Mozilla Common Voice	sample-121181.mp3
Mozilla Common Voice	sample-012414.mp3
Mozilla Common Voice	sample-125472.mp3
Mozilla Common Voice	sample-124089.mp3
Mozilla Common Voice	sample-040798.mp3
Mozilla Common Voice	sample-126598.mp3
Mozilla Common Voice	sample-110062.mp3
Mozilla Common Voice	sample-080740.mp3
Mozilla Common Voice	sample-081650.mp3
Mozilla Common Voice	sample-155256.mp3
Mozilla Common Voice	sample-094733.mp3
Mozilla Common Voice	sample-172246.mp3
Mozilla Common Voice	sample-159478.mp3
Mozilla Common Voice	sample-195474.mp3
Mozilla Common Voice	sample-047277.mp3
Mozilla Common Voice	sample-102052.mp3
Mozilla Common Voice	sample-035173.mp3
Mozilla Common Voice	sample-128801.mp3
Mozilla Common Voice	sample-182400.mp3
Mozilla Common Voice	sample-078660.mp3
Mozilla Common Voice	sample-007520.mp3
Mozilla Common Voice	sample-002373.mp3
Mozilla Common Voice	sample-164077.mp3
Mozilla Common Voice	sample-086232.mp3
Mozilla Common Voice	sample-096946.mp3
Mozilla Common Voice	sample-172543.mp3
Mozilla Common Voice	sample-179138.mp3
Mozilla Common Voice	sample-020629.mp3
Mozilla Common Voice	sample-034570.mp3
Mozilla Common Voice	sample-019769.mp3
Mozilla Common Voice	sample-100063.mp3
Mozilla Common Voice	sample-007151.mp3
Mozilla Common Voice	sample-066830.mp3
Mozilla Common Voice	sample-060879.mp3
Mozilla Common Voice	sample-072447.mp3
Mozilla Common Voice	sample-101979.mp3
Mozilla Common Voice	sample-047087.mp3
Mozilla Common Voice	sample-025308.mp3
Mozilla Common Voice	sample-114833.mp3
Mozilla Common Voice	sample-111778.mp3
Mozilla Common Voice	sample-150893.mp3
Mozilla Common Voice	sample-103373.mp3
Mozilla Common Voice	sample-088602.mp3
Mozilla Common Voice	sample-024915.mp3
Mozilla Common Voice	sample-016782.mp3
Mozilla Common Voice	sample-014932.mp3
Mozilla Common Voice	sample-067216.mp3
Mozilla Common Voice	sample-092498.mp3
Mozilla Common Voice	sample-134442.mp3
Mozilla Common Voice	sample-180153.mp3
Mozilla Common Voice	sample-097160.mp3
Mozilla Common Voice	sample-189538.mp3
Mozilla Common Voice	sample-064278.mp3
Mozilla Common Voice	sample-140096.mp3
Mozilla Common Voice	sample-123008.mp3
Mozilla Common Voice	sample-144685.mp3
Mozilla Common Voice	sample-154923.mp3
Mozilla Common Voice	sample-167623.mp3
Mozilla Common Voice	sample-132620.mp3
Mozilla Common Voice	sample-096604.mp3
Mozilla Common Voice	sample-147216.mp3
Mozilla Common Voice	sample-018884.mp3
Mozilla Common Voice	sample-190331.mp3
